Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,BASE_PER,Value
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,0.0
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,0.0
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,20000.0
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,0.0
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,0.0
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,0.0
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,12000.0
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,8000.0
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,8113.0
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,8276.20482
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,8241.01905
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,8024.3174
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,30979000.0
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,30769000.0
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,31465000.0
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,32151000.0
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,28730000.0
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,27752000.0
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,28789000.0
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,30105000.0
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,31827000.0
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,32839000.0
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,35694000.0
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,34120000.0
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,30846000.0
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,31830000.0
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,41062000.0
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,38600000.0
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,38666000.0
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,38557000.0
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,40046000.0
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,38516000.0
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,41543559.85779
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,43275906.81222
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,43890102.0542
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF421,T,2025-05-21T00:00:00,2023,,44120689.54454
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,15012982.01
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,15839768.3
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,17191799.89784
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,16980728.70013
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,15958756.11756
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,23263956.15
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,18950191.09
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,19571313.43
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,19745056.82
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,20893333.59
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,20364825.65
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,21525790.09
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,24226395.64
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,24641915.6
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,27669127.76
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,29458503.57
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,29567515.78182
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,30965103.3
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,33303936.63
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,34031818.64352
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,30963107.47612
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,31990569.94889
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,32084946.47877
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF422,T,2025-05-21T00:00:00,2023,,31498866.93106
